"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-100114","2024 Annual","2.9","2.9","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100115","2023 Annual","2.7","4","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100115","2024 Annual","1.5","1.4","Below Expectations","2024-12-10","Below Expectations","Below Expectations","No"
"BLD-100115","2025 Annual","3","2.4","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100118","2023 Annual","3.2","2.5","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100118","2024 Annual","3.3","3","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100118","2025 Annual","3.2","2.9","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100119","2023 Annual","2.9","3.3","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100119","2024 Annual","2.6","3.6","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100119","2025 Annual","2.8","3.2","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100120","2023 Annual","2.7","2.6","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100121","2023 Annual","3.4","2.8","Meets Expectations","2023-12-23","Exceptional","Meets Expectations","No"
"BLD-100121","2024 Annual","1.8","1.7","Meets Some Expectations","2024-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100121","2025 Annual","3.5","3.9","Exceeds Expectations","2025-12-18","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100122","2023 Annual","3.3","2.8","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100122","2024 Annual","3.3","3","Exceeds Expectations","2024-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100122","2025 Annual","3.1","2.7","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100123","2023 Annual","3.2","3.6","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100123","2024 Annual","3.4","3","Meets Expectations","2024-12-16","Exceptional","Meets Expectations","No"
"BLD-100123","2025 Annual","2.4","3.4","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100124","2023 Annual","2.7","2.7","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100125","2023 Annual","3.7","2.8","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100125","2024 Annual","2.8","3","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100125","2025 Annual","3.8","3.7","Exceeds Expectations","2025-12-22","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100126","2023 Annual","3.1","2.8","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100126","2024 Annual","2.6","2.3","Below Expectations","2024-12-16","Below Expectations","Below Expectations","No"
"BLD-100126","2025 Annual","2.7","3.7","Exceeds Expectations","2025-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100127","2023 Annual","3","3.8","Meets Expectations","2023-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100127","2024 Annual","2.3","1.7","Meets Some Expectations","2024-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100127","2025 Annual","3.4","3.5","Exceptional","2025-12-28","Exceptional","Exceptional","No"
"BLD-100128","2023 Annual","2","3.2","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100128","2024 Annual","2","2.6","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100128","2025 Annual","2.5","3.3","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100129","2023 Annual","3.7","2.9","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100129","2024 Annual","2.7","2.8","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100130","2023 Annual","3.1","3.4","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100130","2024 Annual","2.8","1.8","Meets Some Expectations","2024-12-14","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100130","2025 Annual","4.1","4","Exceptional","2025-12-28","Meets Some Expectations","Exceptional","No"
"BLD-100131","2023 Annual","2.7","3.2","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100131","2024 Annual","2.6","3.9","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100133","2023 Annual","3","2.9","Meets Expectations","2023-12-23","Exceeds Expectations","Meets Expectations","No"
"BLD-100133","2024 Annual","2.8","3.4","Meets Some Expectations","2024-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100134","2023 Annual","3.3","3.3","Exceeds Expectations","2023-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100134","2024 Annual","4.3","3.6","Exceptional","2024-12-13","Exceptional","Exceptional","No"
"BLD-100136","2023 Annual","3.9","2.8","Exceeds Expectations","2023-12-11","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100137","2023 Annual","2.6","2.8","Meets Some Expectations","2023-12-28","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100137","2024 Annual","4.5","2.7","Exceptional","2024-12-27","Exceptional","Exceptional","No"
"BLD-100137","2025 Annual","3","3.5","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100138","2023 Annual","2.7","3.6","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100138","2024 Annual","1.8","3.3","Meets Some Expectations","2024-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100138","2025 Annual","3.4","4.3","Exceptional","2025-12-19","Exceptional","Exceptional","Yes"
"BLD-100139","2023 Annual","2.3","2.9","Meets Some Expectations","2023-12-22","Meets Expectations","Meets Some Expectations","No"
"BLD-100140","2023 Annual","2.8","3.9","Meets Expectations","2023-12-21","Exceptional","Meets Expectations","No"
"BLD-100140","2024 Annual","2.7","3.9","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100140","2025 Annual","2.9","2.9","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100141","2023 Annual","3.1","2.6","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100141","2024 Annual","3.8","3.3","Exceeds Expectations","2024-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100141","2025 Annual","3.1","3","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100142","2023 Annual","3.4","2.7","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100142","2024 Annual","3.6","2.9","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100142","2025 Annual","2.9","2.8","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100143","2023 Annual","3.5","3.2","Exceeds Expectations","2023-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100143","2024 Annual","3.7","3.1","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100143","2025 Annual","3.7","4","Exceptional","2025-12-19","Meets Expectations","Exceptional","No"
"BLD-100144","2023 Annual","2.3","3","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100144","2024 Annual","2.1","2.9","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100144","2025 Annual","3.8","4.5","Exceptional","2025-12-12","Exceptional","Exceptional","No"
"BLD-100145","2023 Annual","3.6","3.7","Exceeds Expectations","2023-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100145","2024 Annual","2.6","2.4","Meets Some Expectations","2024-12-19","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100146","2023 Annual","2.6","2.9","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100146","2024 Annual","3.8","2.9","Exceeds Expectations","2024-12-24","Meets Expectations","Exceeds Expectations","No"
"BLD-100146","2025 Annual","2.9","3.2","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100147","2023 Annual","3.1","3","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100147","2024 Annual","2.2","2.3","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100148","2023 Annual","2.9","2.2","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100148","2024 Annual","3.4","3.2","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100148","2025 Annual","3.2","3.2","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100149","2023 Annual","2.5","3.8","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100149","2024 Annual","3.1","4","Exceeds Expectations","2024-12-25","Meets Expectations","Exceeds Expectations","No"
"BLD-100149","2025 Annual","3.5","2.9","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100150","2023 Annual","3.2","2.4","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100150","2024 Annual","3.9","3.2","Exceptional","2024-12-24","Exceptional","Exceptional","Yes"
"BLD-100150","2025 Annual","3.4","3.2","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100151","2023 Annual","3.1","3.1","Exceeds Expectations","2023-12-28","Meets Expectations","Exceeds Expectations","No"
"BLD-100152","2023 Annual","2.9","3.1","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100152","2024 Annual","3","3.4","Exceeds Expectations","2024-12-26","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100152","2025 Annual","2.9","3.2","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100153","2023 Annual","2.4","2.1","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100154","2023 Annual","2.4","2.4","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100154","2024 Annual","3.2","3.2","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100154","2025 Annual","2.6","3","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100157","2023 Annual","2.4","2.9","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100157","2024 Annual","3.4","3.2","Exceeds Expectations","2024-12-15","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100157","2025 Annual","3","2.7","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100158","2023 Annual","3.6","3.1","Exceeds Expectations","2023-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100158","2024 Annual","4","3.5","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100158","2025 Annual","3","3.1","Exceeds Expectations","2025-12-10","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100159","2023 Annual","3.9","2.7","Exceeds Expectations","2023-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100159","2024 Annual","3.7","2.4","Exceeds Expectations","2024-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100159","2025 Annual","3","3.5","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100160","2023 Annual","4","3.6","Exceeds Expectations","2023-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100161","2023 Annual","3.2","2.3","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100161","2024 Annual","3.6","3.8","Exceptional","2024-12-27","Exceptional","Exceptional","No"
"BLD-100161","2025 Annual","2.6","2.6","Meets Some Expectations","2025-12-19","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100163","2023 Annual","2.4","3.1","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100163","2024 Annual","2.9","3.8","Exceeds Expectations","2024-12-28","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100163","2025 Annual","2.6","2.8","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100165","2023 Annual","2.8","2.4","Meets Some Expectations","2023-12-25","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100165","2024 Annual","3.8","3.2","Exceptional","2024-12-17","Exceeds Expectations","Exceptional","No"
"BLD-100166","2023 Annual","3.2","2.8","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100166","2024 Annual","1.5","2","Below Expectations","2024-12-14","Below Expectations","Below Expectations","No"
"BLD-100166","2025 Annual","3.6","4.2","Exceeds Expectations","2025-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100167","2023 Annual","3.3","2.5","Exceeds Expectations","2023-12-13","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100167","2024 Annual","4.1","3.6","Exceptional","2024-12-15","Exceptional","Exceptional","Yes"
"BLD-100168","2023 Annual","1.9","2.3","Meets Some Expectations","2023-12-14","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100168","2024 Annual","2.1","2.4","Meets Some Expectations","2024-12-10","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100168","2025 Annual","3.5","3.3","Exceeds Expectations","2025-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100169","2023 Annual","2.5","2.9","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100169","2024 Annual","3.1","2.8","Meets Some Expectations","2024-12-14","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100169","2025 Annual","2.7","2.8","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100170","2023 Annual","2.7","2.8","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100170","2024 Annual","3.4","3.3","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100170","2025 Annual","3","2.5","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100171","2023 Annual","2.6","2.6","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100171","2024 Annual","2.6","4.1","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100171","2025 Annual","3.3","3.4","Exceeds Expectations","2025-12-11","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100172","2023 Annual","3.5","3.9","Exceptional","2023-12-21","Exceptional","Exceptional","No"
"BLD-100172","2024 Annual","2.5","1.6","Meets Some Expectations","2024-12-20","Meets Expectations","Meets Some Expectations","No"
"BLD-100172","2025 Annual","3.4","3.9","Exceptional","2025-12-18","Exceptional","Exceptional","Yes"
"BLD-100174","2023 Annual","2.1","2.1","Below Expectations","2023-12-23","Below Expectations","Below Expectations","No"
"BLD-100174","2024 Annual","2.9","2.8","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100174","2025 Annual","3.2","2.9","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100175","2023 Annual","3.2","3","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
