"employee_id","course_name","training_category","training_hours","training_cost","completion_status","completion_date","certification_achieved"
"BLD-100060","Coaching for Performance","Leadership","2","1890","Completed","2025-07-27","No"
"BLD-100060","Cold Chain Logistics","Technical","4","460","Completed","2024-12-09","No"
"BLD-100060","Effective Communication","Soft Skills","4","1200","Completed","2025-07-16","No"
"BLD-100060","DOA & Governance Training","Compliance","4","0","Completed","2024-01-12","Yes"
"BLD-100061","Health & Safety Induction","Mandatory","8","0","Completed","2023-12-06","No"
"BLD-100061","Dairy Processing Fundamentals","Technical","8","730","Completed","2023-01-28","No"
"BLD-100061","Conflict Resolution","Soft Skills","4","2100","Completed","2023-07-27","No"
"BLD-100061","Effective Communication","Soft Skills","4","440","Completed","2023-07-25","No"
"BLD-100061","Data Privacy Awareness","Mandatory","2","0","Completed","2023-08-19","No"
"BLD-100061","Quality Control Techniques","Technical","4","720","Completed","2025-01-21","Yes"
"BLD-100061","Strategic Leadership Workshop","Leadership","2","180","Completed","2024-01-04","No"
"BLD-100061","Quality Control Techniques","Technical","8","920","Completed","2023-08-13","Yes"
"BLD-100061","Quality Control Techniques","Technical","2","1010","Completed","2023-04-17","No"
"BLD-100061","Data Privacy Awareness","Mandatory","4","0","Completed","2025-09-17","No"
"BLD-100061","Qatar Labor Law Essentials","Compliance","4","0","In Progress",,"No"
"BLD-100061","Presentation Skills","Soft Skills","4","1270","Completed","2023-02-16","No"
"BLD-100062","Dairy Processing Fundamentals","Technical","2","1130","Not Started",,"No"
"BLD-100062","Advanced Excel for Reporting","Technical","2","260","Not Started",,"No"
"BLD-100063","Cold Chain Logistics","Technical","4","720","In Progress",,"No"
"BLD-100063","Advanced Excel for Reporting","Technical","4","2150","Completed","2024-12-31","Yes"
"BLD-100063","SAP for HR Users","Technical","2","1540","Completed","2024-06-08","Yes"
"BLD-100063","Cold Chain Logistics","Technical","2","1620","Completed","2024-11-06","No"
"BLD-100063","Strategic Leadership Workshop","Leadership","2","2000","Completed","2025-02-05","No"
"BLD-100063","Dairy Processing Fundamentals","Technical","2","640","Completed","2023-12-22","No"
"BLD-100063","Effective Communication","Soft Skills","4","1610","Completed","2024-12-09","No"
"BLD-100064","Advanced Excel for Reporting","Technical","4","510","Completed","2023-03-23","No"
"BLD-100066","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2025-09-27","No"
"BLD-100066","SAP for HR Users","Technical","2","820","Completed","2024-10-24","Yes"
"BLD-100066","Egyptian Labor Law Essentials","Compliance","16","0","In Progress",,"No"
"BLD-100068","First-Time Manager Program","Leadership","8","1790","Completed","2023-02-07","No"
"BLD-100068","Time Management","Soft Skills","2","1000","Completed","2023-04-18","No"
"BLD-100068","Quality Control Techniques","Technical","4","1020","In Progress",,"No"
"BLD-100068","Health & Safety Induction","Mandatory","8","0","Completed","2025-04-09","No"
"BLD-100068","SAP for HR Users","Technical","4","680","Completed","2023-02-24","Yes"
"BLD-100068","First-Time Manager Program","Leadership","4","1840","Completed","2025-01-03","No"
"BLD-100068","DOA & Governance Training","Compliance","16","0","In Progress",,"No"
"BLD-100068","Fire & Emergency Response","Mandatory","2","0","Completed","2024-07-31","No"
"BLD-100068","First-Time Manager Program","Leadership","16","390","Completed","2023-10-16","No"
"BLD-100068","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-03-06","Yes"
"BLD-100068","SAP for HR Users","Technical","8","390","In Progress",,"No"
"BLD-100068","Time Management","Soft Skills","2","810","Completed","2024-01-01","No"
"BLD-100068","Cold Chain Logistics","Technical","2","360","Not Started",,"No"
"BLD-100068","SAP for HR Users","Technical","4","2040","Completed","2025-08-14","Yes"
"BLD-100069","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-12-17","No"
"BLD-100069","Data Privacy Awareness","Mandatory","8","0","In Progress",,"No"
"BLD-100069","Fire & Emergency Response","Mandatory","2","0","Completed","2025-08-10","No"
"BLD-100069","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2024-08-18","No"
"BLD-100069","SAP for HR Users","Technical","2","690","Completed","2023-12-28","Yes"
"BLD-100069","SAP for HR Users","Technical","8","930","Completed","2023-10-19","No"
"BLD-100069","Conflict Resolution","Soft Skills","8","270","Completed","2025-12-21","No"
"BLD-100069","Presentation Skills","Soft Skills","4","340","Completed","2023-02-03","No"
"BLD-100069","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-07-03","No"
"BLD-100069","Coaching for Performance","Leadership","8","1880","In Progress",,"No"
"BLD-100070","Cold Chain Logistics","Technical","2","340","In Progress",,"No"
"BLD-100070","DOA & Governance Training","Compliance","2","0","Completed","2023-08-01","No"
"BLD-100070","Coaching for Performance","Leadership","2","760","Completed","2023-03-21","No"
"BLD-100070","Data Privacy Awareness","Mandatory","2","0","Completed","2025-12-19","No"
"BLD-100070","DOA & Governance Training","Compliance","4","0","Completed","2025-08-14","Yes"
"BLD-100070","Quality Control Techniques","Technical","4","1380","In Progress",,"No"
"BLD-100071","DOA & Governance Training","Compliance","16","0","Completed","2024-06-27","Yes"
"BLD-100071","Cold Chain Logistics","Technical","2","2170","Completed","2023-03-29","Yes"
"BLD-100071","Strategic Leadership Workshop","Leadership","4","920","In Progress",,"No"
"BLD-100071","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2023-08-19","No"
"BLD-100071","Advanced Excel for Reporting","Technical","4","290","Completed","2025-02-03","No"
"BLD-100071","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-12-21","No"
"BLD-100072","Conflict Resolution","Soft Skills","2","1270","Completed","2023-11-09","No"
"BLD-100072","Cold Chain Logistics","Technical","4","2180","Completed","2024-09-19","Yes"
"BLD-100072","Advanced Excel for Reporting","Technical","8","1510","Completed","2025-04-16","Yes"
"BLD-100073","Time Management","Soft Skills","4","420","Completed","2025-11-25","No"
"BLD-100073","Fire & Emergency Response","Mandatory","2","0","Completed","2023-05-05","No"
"BLD-100073","Qatar Labor Law Essentials","Compliance","16","0","Completed","2024-01-03","Yes"
"BLD-100073","Coaching for Performance","Leadership","8","890","Completed","2023-12-02","No"
"BLD-100073","Presentation Skills","Soft Skills","2","540","Completed","2024-03-04","No"
"BLD-100073","Strategic Leadership Workshop","Leadership","8","1690","In Progress",,"No"
"BLD-100073","Effective Communication","Soft Skills","4","760","Completed","2023-09-29","No"
"BLD-100074","Health & Safety Induction","Mandatory","4","0","Completed","2023-03-17","No"
"BLD-100074","Conflict Resolution","Soft Skills","2","1720","Completed","2023-02-09","No"
"BLD-100074","Conflict Resolution","Soft Skills","2","1570","Completed","2023-08-21","No"
"BLD-100074","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-09-23","Yes"
"BLD-100074","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-11-04","Yes"
"BLD-100075","Advanced Excel for Reporting","Technical","4","1500","Completed","2024-09-30","No"
"BLD-100075","DOA & Governance Training","Compliance","4","0","Completed","2024-11-15","Yes"
"BLD-100075","Fire & Emergency Response","Mandatory","8","0","Completed","2024-08-01","No"
"BLD-100075","Health & Safety Induction","Mandatory","2","0","Completed","2024-10-11","No"
"BLD-100075","Time Management","Soft Skills","4","840","Completed","2024-10-12","No"
"BLD-100075","Effective Communication","Soft Skills","4","900","Completed","2025-03-03","No"
"BLD-100075","Health & Safety Induction","Mandatory","4","0","Not Started",,"No"
"BLD-100076","Effective Communication","Soft Skills","4","1730","Completed","2024-03-13","No"
"BLD-100076","First-Time Manager Program","Leadership","16","970","Completed","2025-01-07","No"
"BLD-100076","Conflict Resolution","Soft Skills","4","1280","Completed","2024-07-23","No"
"BLD-100077","DOA & Governance Training","Compliance","16","0","In Progress",,"No"
"BLD-100080","Coaching for Performance","Leadership","4","390","Completed","2023-02-04","No"
"BLD-100080","Health & Safety Induction","Mandatory","2","0","Completed","2023-03-04","No"
"BLD-100081","Health & Safety Induction","Mandatory","4","0","Completed","2023-06-15","No"
"BLD-100082","Conflict Resolution","Soft Skills","8","920","Completed","2024-10-03","No"
"BLD-100082","SAP for HR Users","Technical","4","850","Completed","2024-07-09","No"
"BLD-100082","Dairy Processing Fundamentals","Technical","2","810","Completed","2025-11-29","No"
"BLD-100082","Dairy Processing Fundamentals","Technical","16","730","Completed","2024-12-06","Yes"
"BLD-100082","Health & Safety Induction","Mandatory","2","0","Completed","2024-05-23","No"
"BLD-100082","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-03-29","Yes"
"BLD-100082","Data Privacy Awareness","Mandatory","8","0","Not Started",,"No"
"BLD-100082","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-06-05","No"
"BLD-100082","Advanced Excel for Reporting","Technical","4","1580","In Progress",,"No"
"BLD-100083","Health & Safety Induction","Mandatory","4","0","Completed","2023-01-05","No"
"BLD-100083","Health & Safety Induction","Mandatory","4","0","Completed","2024-05-09","No"
"BLD-100083","Conflict Resolution","Soft Skills","2","760","In Progress",,"No"
"BLD-100083","Data Privacy Awareness","Mandatory","4","0","Not Started",,"No"
"BLD-100084","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2023-08-01","No"
"BLD-100084","SAP for HR Users","Technical","8","1160","Completed","2023-11-03","Yes"
"BLD-100084","SAP for HR Users","Technical","8","1840","In Progress",,"No"
"BLD-100084","Effective Communication","Soft Skills","16","620","In Progress",,"No"
"BLD-100084","First-Time Manager Program","Leadership","4","850","Completed","2023-05-27","No"
"BLD-100085","Advanced Excel for Reporting","Technical","4","1220","Completed","2024-04-11","Yes"
"BLD-100086","Time Management","Soft Skills","4","2050","Completed","2025-03-27","No"
"BLD-100086","Strategic Leadership Workshop","Leadership","2","1870","Completed","2023-04-27","No"
"BLD-100086","Quality Control Techniques","Technical","4","1800","In Progress",,"No"
"BLD-100086","Health & Safety Induction","Mandatory","4","0","Completed","2023-11-27","No"
"BLD-100086","Cold Chain Logistics","Technical","4","1120","Completed","2023-09-06","Yes"
"BLD-100086","Presentation Skills","Soft Skills","8","850","Completed","2024-09-30","No"
"BLD-100086","Fire & Emergency Response","Mandatory","4","0","Completed","2025-05-08","No"
"BLD-100086","Data Privacy Awareness","Mandatory","8","0","Completed","2024-06-16","No"
"BLD-100086","Presentation Skills","Soft Skills","4","1950","Not Started",,"No"
"BLD-100086","Effective Communication","Soft Skills","8","220","Completed","2023-07-01","No"
"BLD-100086","Conflict Resolution","Soft Skills","4","950","Completed","2025-01-24","No"
"BLD-100086","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2024-05-28","Yes"
"BLD-100086","Coaching for Performance","Leadership","2","660","Completed","2025-12-01","No"
"BLD-100086","Conflict Resolution","Soft Skills","4","2180","Completed","2023-09-06","No"
"BLD-100087","Conflict Resolution","Soft Skills","2","1290","Completed","2023-01-03","No"
"BLD-100087","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2024-05-19","No"
"BLD-100087","Qatar Labor Law Essentials","Compliance","2","0","In Progress",,"No"
"BLD-100087","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2024-06-03","No"
"BLD-100087","Data Privacy Awareness","Mandatory","2","0","Completed","2025-12-21","No"
"BLD-100087","Food Safety & HACCP Refresher","Mandatory","8","0","In Progress",,"No"
"BLD-100087","Anti-Bribery & Ethics","Mandatory","8","0","In Progress",,"No"
"BLD-100087","DOA & Governance Training","Compliance","8","0","Completed","2024-04-23","No"
"BLD-100087","Data Privacy Awareness","Mandatory","2","0","Completed","2024-10-10","No"
"BLD-100088","Coaching for Performance","Leadership","4","680","Completed","2024-06-05","No"
"BLD-100088","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-12-11","No"
"BLD-100088","Qatar Labor Law Essentials","Compliance","8","0","Completed","2024-09-25","Yes"
"BLD-100088","Conflict Resolution","Soft Skills","2","1670","Not Started",,"No"
"BLD-100088","Effective Communication","Soft Skills","4","870","Completed","2024-09-27","No"
"BLD-100088","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-12-30","No"
"BLD-100088","Health & Safety Induction","Mandatory","2","0","Completed","2023-09-26","No"
"BLD-100088","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100088","Qatar Labor Law Essentials","Compliance","2","0","Completed","2024-06-05","Yes"
"BLD-100089","Presentation Skills","Soft Skills","16","1670","Completed","2023-04-25","No"
"BLD-100089","Effective Communication","Soft Skills","8","610","Completed","2023-09-14","No"
"BLD-100089","Time Management","Soft Skills","8","1470","Completed","2023-08-20","No"
"BLD-100089","SAP for HR Users","Technical","2","1760","Completed","2023-09-13","Yes"
"BLD-100089","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2023-10-03","No"
"BLD-100090","Dairy Processing Fundamentals","Technical","2","360","Completed","2025-07-04","Yes"
"BLD-100090","First-Time Manager Program","Leadership","16","220","Completed","2025-09-03","No"
"BLD-100090","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2025-08-23","No"
"BLD-100090","Health & Safety Induction","Mandatory","4","0","Completed","2024-08-11","No"
"BLD-100090","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2023-12-05","No"
"BLD-100090","SAP for HR Users","Technical","2","200","Not Started",,"No"
"BLD-100090","Data Privacy Awareness","Mandatory","2","0","Not Started",,"No"
"BLD-100090","First-Time Manager Program","Leadership","4","2170","Completed","2024-03-05","No"
"BLD-100090","Fire & Emergency Response","Mandatory","4","0","Completed","2023-05-17","No"
"BLD-100090","Time Management","Soft Skills","2","2190","Completed","2024-12-31","No"
"BLD-100090","Presentation Skills","Soft Skills","2","2040","Completed","2024-11-02","No"
"BLD-100090","Data Privacy Awareness","Mandatory","4","0","Completed","2023-05-10","No"
"BLD-100091","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2023-07-05","No"
"BLD-100091","DOA & Governance Training","Compliance","4","0","Completed","2024-01-11","No"
"BLD-100091","Data Privacy Awareness","Mandatory","4","0","In Progress",,"No"
"BLD-100091","Coaching for Performance","Leadership","2","330","Completed","2024-06-01","No"
"BLD-100091","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2025-12-17","No"
"BLD-100091","Data Privacy Awareness","Mandatory","4","0","Completed","2023-11-07","No"
"BLD-100092","Health & Safety Induction","Mandatory","16","0","Completed","2023-09-27","No"
"BLD-100092","Conflict Resolution","Soft Skills","4","680","Completed","2023-04-20","No"
"BLD-100092","Advanced Excel for Reporting","Technical","4","530","Completed","2023-11-05","No"
